postal,address,block,street_name,max_floor_lvl,year_completed,building_age,town,total_dwelling_units,psm_2018,psm_2019,psm_2020,psm_2021,psm_2022,psm_2023,psm_2024,psm_2025,psm_2026,txn_5y,psm_growth_5y,nearest_station,stn_distance_m
150117,117 BT MERAH CTRL,117,BT MERAH CTRL,25,1977,49,BUKIT MERAH,96,4957.0,5085.5,4711.0,,,5726.0,,6137.0,,4.0,,REDHILL,683.0
120117,117 CLEMENTI ST 13,117,CLEMENTI ST 13,15,1984,42,CLEMENTI,140,6827.0,5340.0,5769.0,5048.0,5592.0,6231.0,,7386.0,,11.0,,CLEMENTI,1237.0
820117,117 EDGEFIELD PLAINS,117,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,128,4002.5,4142.5,4149.5,4174.0,4269.5,5168.5,5423.0,6009.0,6071.0,24.0,42.199999999999996,MERIDIAN,289.0
530117,117 HOUGANG AVE 1,117,HOUGANG AVE 1,4,1981,45,HOUGANG,18,,,,3917.5,4746.0,5125.0,5522.0,5672.0,,4.0,,KOVAN,807.0
310117,117 LOR 1 TOA PAYOH,117,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,116,4869.0,4349.0,3776.5,4123.0,4462.0,4715.0,5846.0,5692.0,4844.0,10.0,8.6,BRADDELL,162.0
730117,117 MARSILING RISE,117,MARSILING RISE,4,1984,42,WOODLANDS,8,,4029.0,,,4176.0,,,,5599.5,3.0,34.1,WOODLANDS INTERCHANGE,691.0
510117,117 PASIR RIS ST 11,117,PASIR RIS ST 11,11,1988,38,PASIR RIS,90,3832.0,3660.0,3975.0,,4466.0,4806.0,5066.0,,5676.0,10.0,27.1,PASIR RIS INTERCHANGE,750.0
670117,117 PENDING RD,117,PENDING RD,4,1986,40,BUKIT PANJANG,26,,,,4141.0,4762.0,,,,6219.0,2.0,30.599999999999998,PETIR,155.0
350117,117 POTONG PASIR AVE 1,117,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,156,4384.0,4237.0,4403.0,4179.0,5134.0,5080.0,5851.0,6306.0,6200.0,19.0,20.8,POTONG PASIR,848.0
550117,117 SERANGOON NTH AVE 1,117,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,96,3544.0,3699.0,3720.0,,4959.0,4949.0,5144.5,5164.5,5763.0,9.0,16.2,KOVAN,1807.0
520117,117 SIMEI ST 1,117,SIMEI ST 1,11,1987,39,TAMPINES,120,4643.0,4878.0,4619.0,4352.5,4746.0,5307.0,5197.0,5974.0,7024.0,14.0,48.0,SIMEI,277.0
680117,117 TECK WHYE LANE,117,TECK WHYE LANE,10,1988,38,CHOA CHU KANG,72,2885.0,2954.0,3107.5,,,4385.5,4586.5,5083.0,5197.0,8.0,,KEAT HONG,270.0
760117,117 YISHUN RING RD,117,YISHUN RING RD,9,1982,44,YISHUN,128,3775.0,3378.0,3290.5,3243.0,3896.0,4662.0,4823.5,5451.0,5405.0,15.0,38.7,CANBERRA,879.0
751117,117A CANBERRA CRES,117A,CANBERRA CRES,11,2019,7,SEMBAWANG,110,,,,,,,,8021.0,8456.0,24.0,,CANBERRA,223.0
321117,117A JLN TENTERAM,117A,JLN TENTERAM,30,2016,10,KALLANG/WHAMPOA,203,,,,,8022.5,8065.0,8602.0,8720.5,8710.0,85.0,8.6,POTONG PASIR,950.0
541117,117A RIVERVALE DR,117A,RIVERVALE DR,17,1998,28,SENGKANG,128,3979.0,3709.0,3545.5,3979.5,4074.0,4654.0,4693.0,,6035.0,10.0,48.1,KANGKAR,102.0
752117,117B CANBERRA CRES,117B,CANBERRA CRES,11,2019,7,SEMBAWANG,87,,,,,,,,8305.0,8152.0,25.0,,CANBERRA,187.0
322117,117B JLN TENTERAM,117B,JLN TENTERAM,30,2016,10,KALLANG/WHAMPOA,174,,,,,7935.0,8215.0,8473.0,9086.0,9431.0,68.0,18.9,BOON KENG,975.0
542117,117B RIVERVALE DR,117B,RIVERVALE DR,17,1998,28,SENGKANG,131,3721.5,,,3850.0,4130.0,5211.0,5115.5,,5706.0,10.0,38.2,KANGKAR,57.0
543117,117C RIVERVALE DR,117C,RIVERVALE DR,17,1998,28,SENGKANG,96,3707.5,3617.0,3722.0,4087.0,4391.0,5108.5,5130.0,5413.0,,8.0,,KANGKAR,131.0
560118,118 ANG MO KIO AVE 4,118,ANG MO KIO AVE 4,12,1977,49,ANG MO KIO,151,4341.0,3786.0,3851.0,3937.0,4697.0,5367.0,5393.0,5473.0,5706.0,17.0,21.5,MAYFLOWER,197.0
470118,118 BEDOK RESERVOIR RD,118,BEDOK RESERVOIR RD,4,1985,41,BEDOK,32,4066.0,3845.0,4339.5,3846.0,4484.0,4516.0,,6022.0,,3.0,,KAKI BUKIT,437.0
460118,118 BEDOK NTH ST 2,118,BEDOK NTH ST 2,19,1977,49,BEDOK,108,3984.0,4211.0,4146.0,4065.0,4660.0,5187.0,5203.0,5427.0,6179.0,8.0,32.6,BEDOK RESERVOIR,898.0
570118,118 BISHAN ST 12,118,BISHAN ST 12,4,1986,40,BISHAN,16,,6131.0,,5809.0,,,,,7584.0,1.0,,BISHAN INTERCHANGE,525.0
650118,118 BT BATOK WEST AVE 6,118,BT BATOK WEST AVE 6,8,1983,43,BUKIT BATOK,88,,3392.0,3350.5,3545.0,4578.0,4878.5,,5522.0,4950.0,9.0,8.1,BUKIT BATOK,357.0
120118,118 CLEMENTI ST 13,118,CLEMENTI ST 13,15,1984,42,CLEMENTI,140,6748.0,6202.0,4996.5,5337.0,5462.0,6298.0,7235.5,,7452.0,12.0,36.4,CLEMENTI,1323.0
820118,118 EDGEFIELD PLAINS,118,EDGEFIELD PLAINS,17,2001,25,PUNGGOL,128,3936.0,3954.0,4215.0,3805.0,4462.0,5538.0,5577.0,5357.0,6077.0,22.0,36.199999999999996,MERIDIAN,324.0
530118,118 HOUGANG AVE 1,118,HOUGANG AVE 1,4,1981,45,HOUGANG,15,,3605.0,,,4627.0,,4815.0,5603.5,,4.0,,KOVAN,795.0
310118,118 LOR 1 TOA PAYOH,118,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,118,5108.0,4023.0,3672.0,4846.5,4769.0,5477.0,5692.0,5615.0,6154.0,12.0,28.999999999999996,BRADDELL,234.0
730118,118 MARSILING RISE,118,MARSILING RISE,12,1984,42,WOODLANDS,57,3765.0,3995.5,3728.0,3931.0,4640.0,,5334.5,5419.0,,6.0,,WOODLANDS INTERCHANGE,671.0
510118,118 PASIR RIS ST 11,118,PASIR RIS ST 11,13,1988,38,PASIR RIS,84,3581.5,3967.0,,4029.0,4228.5,4532.0,5263.5,5369.0,5874.0,11.0,38.9,PASIR RIS INTERCHANGE,803.0
670118,118 PENDING RD,118,PENDING RD,12,1986,40,BUKIT PANJANG,132,3553.0,3973.0,3904.0,,4378.0,4795.0,5260.5,5366.0,5644.0,19.0,28.9,PETIR,226.0
350118,118 POTONG PASIR AVE 1,118,POTONG PASIR AVE 1,4,1984,42,TOA PAYOH,96,4239.0,3978.0,4183.5,4661.0,5009.0,4897.0,5896.0,5946.5,6273.0,16.0,25.2,POTONG PASIR,848.0
550118,118 SERANGOON NTH AVE 1,118,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,96,4409.0,3802.0,,3945.0,4093.5,,5291.5,6088.0,6452.0,9.0,57.599999999999994,KOVAN,1781.0
680118,118 TECK WHYE LANE,118,TECK WHYE LANE,11,1988,38,CHOA CHU KANG,120,2971.0,2934.0,2909.5,3217.0,3821.0,4442.0,,4717.0,5124.0,12.0,34.1,KEAT HONG,226.0
760118,118 YISHUN RING RD,118,YISHUN RING RD,9,1982,44,YISHUN,144,3410.0,3377.0,3325.0,3540.0,4027.0,4716.5,4769.0,5236.5,4820.0,22.0,19.7,CANBERRA,813.0
341118,118A ALKAFF CRES,118A,ALKAFF CRES,17,2019,7,TOA PAYOH,339,,,,,,,,12022.0,11742.5,47.0,,WOODLEIGH,448.0
751118,118A CANBERRA CRES,118A,CANBERRA CRES,11,2019,7,SEMBAWANG,76,,,,,,,,8343.5,8553.5,12.0,,CANBERRA,157.0
161118,118A JLN MEMBINA,118A,JLN MEMBINA,30,2001,25,BUKIT MERAH,172,7833.0,7512.5,7170.5,7627.5,7928.5,7790.0,9000.0,10000.0,10605.5,16.0,33.800000000000004,TIONG BAHRU ,556.0
752118,118B CANBERRA CRES,118B,CANBERRA CRES,11,2019,7,SEMBAWANG,84,,,,,,,,7651.0,8009.0,19.0,,CANBERRA,200.0
162118,118B JLN MEMBINA,118B,JLN MEMBINA,30,2001,25,BUKIT MERAH,143,7755.5,7273.0,7818.0,7873.0,8228.0,8617.5,9182.0,9286.5,,20.0,,TIONG BAHRU ,507.0
163118,118C JLN MEMBINA,118C,JLN MEMBINA,30,2001,25,BUKIT MERAH,143,,7295.5,7863.5,7727.0,8403.0,8385.5,9045.0,7755.0,10219.0,20.0,21.6,TIONG BAHRU ,458.0
164118,118D JLN MEMBINA,118D,JLN MEMBINA,30,2001,25,BUKIT MERAH,172,7557.0,7128.0,7956.5,7733.5,8400.0,8859.0,9620.0,9130.0,10193.5,18.0,21.4,TIONG BAHRU ,397.0
380119,119 ALJUNIED AVE 2,119,ALJUNIED AVE 2,2,1981,45,GEYLANG,3,,,,,4360.0,,,,,1.0,,ALJUNIED,541.0
560119,119 ANG MO KIO AVE 3,119,ANG MO KIO AVE 3,11,1977,49,ANG MO KIO,196,4627.0,4350.5,4149.0,4390.0,5000.0,4927.0,5338.5,6358.5,6522.0,18.0,30.4,ANG MO KIO INTERCHANGE,549.0
470119,119 BEDOK RESERVOIR RD,119,BEDOK RESERVOIR RD,4,1985,41,BEDOK,32,4031.0,,4021.0,3571.0,4747.0,,,5836.5,,3.0,,KAKI BUKIT,448.0
460119,119 BEDOK NTH RD,119,BEDOK NTH RD,12,1977,49,BEDOK,154,4435.0,3755.5,3804.0,,4348.0,5057.0,5160.5,5380.0,5761.0,18.0,32.5,TANAH MERAH INTERCHANGE,931.0
570119,119 BISHAN ST 12,119,BISHAN ST 12,13,1986,40,BISHAN,60,,6208.0,5792.5,6259.0,6597.0,7203.0,7778.0,,,5.0,,BISHAN INTERCHANGE,459.0
152119,119 BT MERAH VIEW,119,BT MERAH VIEW,16,1974,52,BUKIT MERAH,296,5576.5,5231.0,5538.0,4808.0,5477.0,5846.0,6277.0,6462.0,6615.0,29.0,20.8,TIONG BAHRU ,733.0
650119,119 BT BATOK WEST AVE 6,119,BT BATOK WEST AVE 6,11,1983,43,BUKIT BATOK,80,,3784.0,3184.0,3908.0,4545.0,4718.0,4619.0,5242.0,5669.0,8.0,24.7,BUKIT BATOK,344.0
610119,119 HO CHING RD,119,HO CHING RD,11,1971,55,JURONG WEST,198,3373.0,3343.0,3134.0,3284.0,3895.5,4134.5,,4798.5,4794.0,22.0,23.1,LAKESIDE,1082.0
530119,119 HOUGANG AVE 1,119,HOUGANG AVE 1,11,1980,46,HOUGANG,119,4776.0,3923.0,3467.0,3955.0,4552.0,,5440.0,5654.5,6716.0,9.0,47.5,KOVAN,748.0
310119,119 LOR 1 TOA PAYOH,119,LOR 1 TOA PAYOH,10,1967,59,TOA PAYOH,117,,4769.0,4077.0,3946.0,4354.0,4923.0,5431.0,5676.5,,8.0,,BRADDELL,278.0
730119,119 MARSILING RISE,119,MARSILING RISE,13,1984,42,WOODLANDS,72,3690.0,3899.0,3114.0,,4265.0,4759.0,4812.5,,5481.0,8.0,28.499999999999996,WOODLANDS INTERCHANGE,689.0
320119,119 MCNAIR RD,119,MCNAIR RD,15,1986,40,KALLANG/WHAMPOA,96,5072.0,5200.0,5448.0,5595.0,5922.5,6203.5,6167.0,7593.0,8369.0,13.0,41.3,BOON KENG,536.0
510119,119 PASIR RIS ST 11,119,PASIR RIS ST 11,11,1988,38,PASIR RIS,90,,3857.0,3776.0,3797.0,4318.0,4619.0,4906.0,5643.0,5842.5,13.0,35.3,PASIR RIS INTERCHANGE,777.0
670119,119 PENDING RD,119,PENDING RD,4,1987,39,BUKIT PANJANG,28,,3857.0,,3258.0,4936.5,,,5703.0,,3.0,,PENDING,254.0
350119,119 POTONG PASIR AVE 1,119,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,160,4582.0,4350.5,4556.5,4443.0,4882.0,5842.0,5260.0,6119.0,6615.0,17.0,35.5,POTONG PASIR,768.0
550119,119 SERANGOON NTH AVE 1,119,SERANGOON NTH AVE 1,4,1984,42,SERANGOON,20,,,,,5067.0,,5871.5,6167.0,,4.0,,KOVAN,1718.0
520119,119 SIMEI ST 1,119,SIMEI ST 1,11,1987,39,TAMPINES,110,4567.0,4227.5,4087.0,,5027.5,,5962.0,6074.5,6793.5,11.0,35.099999999999994,SIMEI,176.0
680119,119 TECK WHYE LANE,119,TECK WHYE LANE,12,1988,38,CHOA CHU KANG,99,,3060.5,,3077.0,3967.0,4173.0,4511.5,,4876.0,8.0,22.900000000000002,KEAT HONG,165.0
760119,119 YISHUN RING RD,119,YISHUN RING RD,4,1984,42,YISHUN,24,4062.0,,3984.0,,,5286.0,,,5788.5,3.0,,CANBERRA,874.0
751119,119A CANBERRA CRES,119A,CANBERRA CRES,13,2016,10,SEMBAWANG,118,,,,,6062.0,6257.0,6452.0,6703.5,7329.0,41.0,20.9,CANBERRA,360.0
541119,119A RIVERVALE DR,119A,RIVERVALE DR,17,1999,27,SENGKANG,126,3844.5,3905.0,,4517.5,4421.0,5141.0,5155.0,5743.0,6134.5,12.0,38.800000000000004,KANGKAR,126.0
752119,119B CANBERRA CRES,119B,CANBERRA CRES,13,2016,10,SEMBAWANG,120,,,,,5806.0,6372.0,6022.0,7118.0,7419.0,35.0,27.800000000000004,CANBERRA,416.0
162119,119B KIM TIAN RD,119B,KIM TIAN RD,30,2001,25,BUKIT MERAH,200,7522.0,7262.5,7364.0,7629.5,8044.0,8225.5,9013.5,9348.0,9870.0,32.0,22.7,TIONG BAHRU ,564.0
542119,119B RIVERVALE DR,119B,RIVERVALE DR,15,1999,27,SENGKANG,101,3972.0,3495.5,3838.5,4121.5,4406.0,,5302.0,5968.0,,12.0,,KANGKAR,87.0
163119,119C KIM TIAN RD,119C,KIM TIAN RD,30,2001,25,BUKIT MERAH,200,7545.0,7545.0,7414.0,7627.0,8073.0,7909.0,9121.5,9741.0,10109.0,29.0,25.2,TIONG BAHRU ,531.0
543119,119C RIVERVALE DR,119C,RIVERVALE DR,17,1999,27,SENGKANG,106,3759.0,,3632.0,3636.0,4793.0,,5986.0,5957.0,,7.0,,KANGKAR,151.0
164119,119D KIM TIAN RD,119D,KIM TIAN RD,30,2000,26,BUKIT MERAH,200,7663.0,7120.0,7727.0,7913.0,7659.0,8257.0,8772.5,9653.5,9897.0,23.0,29.2,TIONG BAHRU ,485.0
544119,119D RIVERVALE DR,119D,RIVERVALE DR,15,1999,27,SENGKANG,87,3945.5,3901.0,,4610.0,4323.0,5122.0,4752.0,5579.0,,6.0,,KANGKAR,207.0
80012,12 CANTONMENT CL,12,CANTONMENT CL,30,2000,26,BUKIT MERAH,145,7833.0,8397.0,8481.0,,9482.0,9202.5,10400.0,11667.0,11111.0,19.0,17.2,TANJONG PAGAR,704.0
130012,12 DOVER CL EAST,12,DOVER CL EAST,25,1977,49,QUEENSTOWN,96,6752.5,6880.5,6950.5,6384.5,6471.0,7267.0,7436.0,8017.0,,7.0,,BUONA VISTA INTERCHANGE,525.0
210012,12 FARRER PK RD,12,FARRER PK RD,30,2002,24,KALLANG/WHAMPOA,174,7022.0,7222.0,7283.0,7630.5,8447.0,8739.0,8728.5,10040.5,10209.5,28.0,20.9,FARRER PARK,297.0
272012,12 HOLLAND AVE,12,HOLLAND AVE,22,1974,52,QUEENSTOWN,356,6959.0,6508.0,6192.5,6153.5,6231.0,6495.5,6705.0,7000.0,7769.0,33.0,24.7,HOLLAND VILLAGE,326.0
150012,12 JLN BT MERAH,12,JLN BT MERAH,25,1995,31,BUKIT MERAH,80,,6500.0,6117.5,5556.0,6810.0,,6797.0,6893.0,8290.0,7.0,21.7,QUEENSTOWN,796.0
360012,12 JOO SENG RD,12,JOO SENG RD,19,1983,43,TOA PAYOH,72,4704.5,4083.0,,4167.0,5152.0,5310.5,5000.0,,6299.0,8.0,22.3,BARTLEY,784.0
431012,12 KG ARANG RD,12,KG ARANG RD,12,1964,62,KALLANG/WHAMPOA,132,,5027.5,5106.0,5285.5,5514.0,5752.0,5607.0,6117.0,7227.0,17.0,31.1,KATONG PARK,441.0
310012,12 LOR 7 TOA PAYOH,12,LOR 7 TOA PAYOH,11,1969,57,TOA PAYOH,176,3864.0,3712.0,3636.5,3636.0,4242.0,4530.0,4970.0,5477.5,5379.0,20.0,26.8,TOA PAYOH,1223.0
730012,12 MARSILING LANE,12,MARSILING LANE,12,1975,51,WOODLANDS,175,3368.0,3271.5,3223.5,3388.5,3882.0,4738.0,4930.5,5046.0,5000.0,28.0,28.799999999999997,WOODLANDS INTERCHANGE,935.0
440012,12 MARINE TER,12,MARINE TER,25,1974,52,MARINE PARADE,96,7241.0,7375.0,5917.0,5708.0,6250.0,7208.0,7437.5,7596.0,7533.0,22.0,20.5,MARINE TERRACE,246.0
190012,12 NTH BRIDGE RD,12,NTH BRIDGE RD,25,1974,52,KALLANG/WHAMPOA,96,5983.0,5538.0,5282.0,,6102.5,6538.0,6912.0,7297.0,7080.0,11.0,16.0,LAVENDER,341.0
391012,12 PINE CL,12,PINE CL,13,1981,45,GEYLANG,120,5829.0,5938.0,,5610.5,5156.0,5735.0,6985.0,7473.0,7097.0,12.0,37.6,MOUNTBATTEN,256.0
162012,12 TAMAN HO SWEE,12,TAMAN HO SWEE,9,1963,63,BUKIT MERAH,79,5778.0,5351.5,5324.5,4907.0,5167.0,5582.5,5648.0,6094.0,6230.0,9.0,20.599999999999998,HAVELOCK,114.0
680012,12 TECK WHYE LANE,12,TECK WHYE LANE,25,1978,48,CHOA CHU KANG,96,3387.0,3201.5,2979.0,,3782.0,4088.5,4160.0,,,11.0,,PHOENIX,279.0
90012,12 TELOK BLANGAH CRES,12,TELOK BLANGAH CRES,16,1975,51,BUKIT MERAH,166,5169.0,4488.0,4400.0,5085.0,4534.0,5356.0,5686.0,5686.0,6063.0,16.0,33.7,TIONG BAHRU ,1308.0
590012,12 TOH YI DR,12,TOH YI DR,12,1988,38,BUKIT TIMAH,88,6635.0,6148.0,6392.5,,6768.5,7377.0,7756.0,9080.0,10024.0,11.0,48.1,BEAUTY WORLD,467.0
380012,12 UPP BOON KENG RD,12,UPP BOON KENG RD,12,1974,52,KALLANG/WHAMPOA,131,5455.0,5529.5,5151.5,,5720.0,5803.0,6364.0,6970.0,6939.0,18.0,21.3,KALLANG,345.0
731012,12A MARSILING LANE,12A,MARSILING LANE,26,2012,14,WOODLANDS,150,4440.0,4122.5,4301.5,4638.0,4865.5,5688.0,6731.0,6197.5,6667.0,28.0,37.0,WOODLANDS INTERCHANGE,998.0
732012,12B MARSILING LANE,12B,MARSILING LANE,30,2012,14,WOODLANDS,116,4252.5,4113.0,4226.0,3978.0,4839.0,5443.0,5968.0,6129.0,6452.0,31.0,33.300000000000004,WOODLANDS INTERCHANGE,1014.0
733012,12C MARSILING LANE,12C,MARSILING LANE,30,2012,14,WOODLANDS,116,4032.0,4194.0,3849.0,4316.0,4880.0,5860.0,5699.0,6053.0,6312.0,21.0,29.299999999999997,MARSILING,1035.0
560120,120 ANG MO KIO AVE 3,120,ANG MO KIO AVE 3,11,1978,48,ANG MO KIO,118,,4460.5,3878.0,4587.5,4921.0,5037.5,5731.5,7045.0,6701.0,15.0,36.199999999999996,ANG MO KIO INTERCHANGE,560.0
460120,120 BEDOK NTH ST 2,120,BEDOK NTH ST 2,19,1977,49,BEDOK,108,4786.0,4598.0,,,4594.0,5056.0,5256.0,5427.0,5556.0,19.0,20.9,BEDOK RESERVOIR,944.0
470120,120 BEDOK RESERVOIR RD,120,BEDOK RESERVOIR RD,12,1985,41,BEDOK,88,4207.0,3884.0,,,4846.0,5081.5,6264.0,6196.5,6923.0,13.0,42.9,KAKI BUKIT,482.0
570120,120 BISHAN ST 12,120,BISHAN ST 12,4,1986,40,BISHAN,26,,,5505.0,5703.0,6071.0,6114.0,7043.0,,9011.0,4.0,48.4,BISHAN INTERCHANGE,482.0
152120,120 BT MERAH VIEW,120,BT MERAH VIEW,16,1972,54,BUKIT MERAH,120,4858.0,4682.0,4931.5,,5568.5,5739.0,5454.5,5756.0,6307.0,11.0,13.3,TIONG BAHRU ,625.0
650120,120 BT BATOK CTRL,120,BT BATOK CTRL,17,1984,42,BUKIT BATOK,80,4142.0,4500.0,4500.0,4966.0,4960.0,5838.0,6000.0,6029.5,6187.0,18.0,24.7,BUKIT BATOK,307.0
380120,120 GEYLANG EAST CTRL,120,GEYLANG EAST CTRL,12,1981,45,GEYLANG,110,,5345.0,,5275.0,5956.5,6312.5,6758.0,6848.0,,13.0,,ALJUNIED,285.0
610120,120 HO CHING RD,120,HO CHING RD,11,1971,55,JURONG WEST,198,3249.0,3266.0,3152.5,3657.0,3888.5,4179.0,4463.0,4970.0,5008.0,25.0,28.799999999999997,LAKESIDE,1052.0
530120,120 HOUGANG AVE 1,120,HOUGANG AVE 1,4,1982,44,HOUGANG,34,5263.0,,,4694.5,,5328.0,5948.5,,,3.0,,KOVAN,693.0
160120,120 KIM TIAN PL,120,KIM TIAN PL,29,1999,27,BUKIT MERAH,106,7342.0,7478.0,6389.0,7475.5,8191.0,8736.5,,8947.0,9777.5,9.0,19.400000000000002,TIONG BAHRU ,378.0
310120,120 LOR 2 TOA PAYOH,120,LOR 2 TOA PAYOH,10,1967,59,TOA PAYOH,160,5375.0,5000.0,4725.0,5200.0,5875.0,6750.0,6444.0,7062.5,7625.0,32.0,29.799999999999997,BRADDELL,200.0
730120,120 MARSILING RISE,120,MARSILING RISE,13,1984,42,WOODLANDS,120,3216.0,2991.5,2851.0,2942.5,3760.0,3915.0,4690.0,4848.0,5020.5,15.0,33.5,WOODLANDS INTERCHANGE,649.0
320120,120 MCNAIR RD,120,MCNAIR RD,15,1986,40,KALLANG/WHAMPOA,104,5595.0,5637.0,5507.0,4808.0,5840.0,5721.0,7440.0,6714.5,7469.0,10.0,27.900000000000002,BOON KENG,517.0
381120,120 PAYA LEBAR WAY,120,PAYA LEBAR WAY,21,1979,47,GEYLANG,80,5085.0,5085.0,5182.0,5153.0,5381.0,,,,,2.0,,MATTAR ,490.0
510120,120 PASIR RIS ST 11,120,PASIR RIS ST 11,4,1988,38,PASIR RIS,12,,,,4184.0,4620.5,,,,,2.0,,PASIR RIS INTERCHANGE,752.0
670120,120 PENDING RD,120,PENDING RD,13,1987,39,BUKIT PANJANG,96,3579.0,3506.0,3551.0,,4195.5,,,5167.0,6333.0,4.0,50.9,PENDING,229.0
350120,120 POTONG PASIR AVE 1,120,POTONG PASIR AVE 1,13,1984,42,TOA PAYOH,146,,4589.5,4664.5,4627.0,5000.0,5968.0,5970.0,6697.5,6562.0,12.0,31.2,POTONG PASIR,777.0
550120,120 SERANGOON NTH AVE 1,120,SERANGOON NTH AVE 1,13,1984,42,SERANGOON,96,3750.0,3681.0,3613.5,4137.5,4505.0,,,6462.0,5864.0,4.0,30.2,KOVAN,1749.0
520120,120 SIMEI ST 1,120,SIMEI ST 1,11,1987,39,TAMPINES,110,4683.0,4885.0,,4414.5,4808.0,5399.0,5995.0,,,9.0,,SIMEI,189.0
680120,120 TECK WHYE LANE,120,TECK WHYE LANE,13,1988,38,CHOA CHU KANG,60,3451.0,3617.5,3596.0,3973.0,4426.5,5297.5,4870.0,5651.0,5842.0,15.0,32.0,KEAT HONG,146.0
760120,120 YISHUN RING RD,120,YISHUN RING RD,13,1985,41,YISHUN,120,3571.0,3159.5,3393.0,4024.0,,4737.5,4918.0,5476.0,5430.5,8.0,,YISHUN,856.0
751120,120A CANBERRA CRES,120A,CANBERRA CRES,14,2016,10,SEMBAWANG,130,,,,,5914.0,6246.0,6260.0,6947.0,7336.0,32.0,24.0,CANBERRA,442.0
821120,120A EDGEDALE PLAINS,120A,EDGEDALE PLAINS,17,2016,10,PUNGGOL,144,,,,,5225.5,5833.0,6151.0,6696.0,6860.0,53.0,31.3,MERIDIAN,285.0
161120,120A KIM TIAN PL,120A,KIM TIAN PL,29,1999,27,BUKIT MERAH,107,7490.0,7217.0,7350.0,7700.0,7673.0,,,9211.0,9750.0,7.0,27.1,TIONG BAHRU ,343.0
541120,120A RIVERVALE DR,120A,RIVERVALE DR,10,1999,27,SENGKANG,61,3725.0,,,,4454.0,5063.5,5281.0,5537.0,6028.0,7.0,35.3,KANGKAR,285.0
752120,120B CANBERRA CRES,120B,CANBERRA CRES,14,2016,10,SEMBAWANG,130,,,,,,6290.0,6290.0,6720.5,7150.0,43.0,,CANBERRA,489.0
822120,120B EDGEDALE PLAINS,120B,EDGEDALE PLAINS,17,2016,10,PUNGGOL,144,,,,5412.0,5387.0,5796.0,6263.0,7087.0,6736.5,37.0,25.1,MERIDIAN,274.0
542120,120B RIVERVALE DR,120B,RIVERVALE DR,17,1999,27,SENGKANG,115,3861.0,4158.0,3515.0,4164.5,4727.0,4901.0,5686.0,6361.0,5999.0,11.0,26.900000000000002,BAKAU,286.0
753120,120C CANBERRA CRES,120C,CANBERRA CRES,15,2016,10,SEMBAWANG,112,,,,,5973.0,6344.0,6485.5,6660.5,6865.5,29.0,14.899999999999999,CANBERRA,560.0
543120,120C RIVERVALE DR,120C,RIVERVALE DR,17,1999,27,SENGKANG,115,,4563.0,4704.0,,4935.5,4930.0,,,,3.0,,KANGKAR,238.0
754120,120D CANBERRA CRES,120D,CANBERRA CRES,14,2016,10,SEMBAWANG,104,,,,,6128.0,6229.0,6210.0,6991.0,7088.5,28.0,15.7,CANBERRA,499.0
560121,121 ANG MO KIO AVE 3,121,ANG MO KIO AVE 3,11,1978,48,ANG MO KIO,217,4527.5,4179.0,4112.0,4000.0,5159.5,5731.5,5597.0,5769.0,6269.0,22.0,21.5,ANG MO KIO INTERCHANGE,679.0
460121,121 BEDOK NTH RD,121,BEDOK NTH RD,12,1977,49,BEDOK,154,4228.0,4435.0,3875.0,3913.0,4674.0,5000.0,5173.0,5765.5,5668.5,14.0,21.3,TANAH MERAH INTERCHANGE,900.0
470121,121 BEDOK RESERVOIR RD,121,BEDOK RESERVOIR RD,10,1985,41,BEDOK,100,4194.0,4306.0,4430.0,4365.5,4791.0,5215.0,5914.0,6648.5,6866.0,16.0,43.3,KAKI BUKIT,441.0
570121,121 BISHAN ST 12,121,BISHAN ST 12,4,1986,40,BISHAN,26,,,5859.0,,,6613.0,,7859.0,8594.0,6.0,,BISHAN INTERCHANGE,497.0
650121,121 BT BATOK CTRL,121,BT BATOK CTRL,17,1984,42,BUKIT BATOK,80,,4448.0,4443.5,4411.5,5147.5,5842.0,5811.0,,6176.5,9.0,20.0,BUKIT BATOK,339.0
530121,121 HOUGANG AVE 1,121,HOUGANG AVE 1,4,1981,45,HOUGANG,23,,3731.0,,,4323.0,,5493.0,5970.0,,3.0,,KOVAN,733.0
160121,121 KIM TIAN PL,121,KIM TIAN PL,29,1999,27,BUKIT MERAH,106,7600.0,7543.5,7140.0,7200.0,7113.0,8230.0,9080.0,9480.0,10080.0,13.0,41.699999999999996,TIONG BAHRU ,424.0
310121,121 LOR 2 TOA PAYOH,121,LOR 2 TOA PAYOH,30,1998,28,TOA PAYOH,106,6911.0,6949.0,6627.0,7756.5,7601.0,8156.0,9257.0,,9439.0,14.0,24.2,BRADDELL,156.0
320121,121 MCNAIR RD,121,MCNAIR RD,15,1986,40,KALLANG/WHAMPOA,124,4808.0,4832.0,5141.0,4913.5,5937.5,6165.0,6250.0,6423.0,6827.0,9.0,15.0,BOON KENG,597.0
