postal,address,block,street_name,max_floor_lvl,year_completed,building_age,town,total_dwelling_units,psm_2018,psm_2019,psm_2020,psm_2021,psm_2022,psm_2023,psm_2024,psm_2025,psm_2026,txn_5y,psm_growth_5y,nearest_station,stn_distance_m
670407,407 FAJAR RD,407,FAJAR RD,12,1988,38,BUKIT PANJANG,132,3726.0,3317.0,3917.0,,4375.0,4699.5,5089.5,5195.5,5571.0,16.0,27.3,FAJAR,445.0
530407,407 HOUGANG AVE 10,407,HOUGANG AVE 10,13,1984,42,HOUGANG,84,4821.0,5133.0,5101.0,4896.5,5214.5,5800.0,6729.5,7033.0,6895.0,13.0,32.2,HOUGANG INTERCHANGE,550.0
640407,407 JURONG WEST ST 42,407,JURONG WEST ST 42,13,1983,43,JURONG WEST,84,3394.0,3333.0,3315.5,3587.0,4016.5,4410.0,4682.0,5133.0,4932.0,15.0,22.8,LAKESIDE,1184.0
600407,407 PANDAN GDNS,407,PANDAN GDNS,15,1978,48,JURONG EAST,112,3070.0,3750.0,3256.0,3198.5,3721.0,3814.0,4544.0,4500.0,,11.0,,JURONG EAST INTERCHANGE,1737.0
510407,407 PASIR RIS DR 6,407,PASIR RIS DR 6,13,1989,37,PASIR RIS,78,4090.0,,3915.0,4226.0,4145.5,5075.0,5701.0,5980.5,,7.0,,PASIR RIS INTERCHANGE,681.0
550407,407 SERANGOON AVE 1,407,SERANGOON AVE 1,13,1988,38,SERANGOON,84,5736.0,6038.0,5925.0,5385.0,,6183.0,6422.0,8030.0,8440.0,14.0,,SERANGOON INTERCHANGE,280.0
750407,407 SEMBAWANG DR,407,SEMBAWANG DR,14,1999,27,SEMBAWANG,108,3483.5,3345.5,3444.0,3667.0,4104.5,4691.0,4876.5,5585.5,5672.0,17.0,38.2,SEMBAWANG,604.0
570407,407 SIN MING AVE,407,SIN MING AVE,13,1985,41,BISHAN,144,5377.5,5438.0,5672.0,5898.5,6438.0,6781.5,7461.0,8250.0,8929.0,14.0,38.7,BRIGHT HILL INTERCHANGE,83.0
520407,407 TAMPINES ST 41,407,TAMPINES ST 41,12,1984,42,TAMPINES,123,4732.0,4583.5,4500.0,4448.0,4899.0,5833.0,6348.0,6159.0,7029.0,16.0,43.5,TAMPINES,547.0
760407,407 YISHUN AVE 6,407,YISHUN AVE 6,12,1986,40,YISHUN,132,3571.0,3528.5,3321.0,3958.0,4464.0,4589.5,4987.0,5476.0,5567.0,18.0,24.7,YISHUN,1525.0
791407,407A FERNVALE RD,407A,FERNVALE RD,26,2003,23,SENGKANG,173,4056.0,3854.5,4099.0,4267.0,4641.5,5567.0,5967.5,6350.0,6595.5,26.0,42.1,FERNVALE,424.0
792407,407B FERNVALE RD,407B,FERNVALE RD,26,2003,23,SENGKANG,173,4058.0,4167.0,4345.0,4354.0,4487.0,5251.0,5934.0,6023.0,6354.0,24.0,41.6,FERNVALE,351.0
560408,408 ANG MO KIO AVE 10,408,ANG MO KIO AVE 10,2,1979,47,ANG MO KIO,3,,,,,,,,,5752.0,1.0,,ANG MO KIO INTERCHANGE,1036.0
460408,408 BEDOK NTH AVE 2,408,BEDOK NTH AVE 2,12,1979,47,BEDOK,132,5163.0,4511.0,4130.0,4484.0,4761.0,,5761.0,5848.0,5749.0,8.0,20.8,BEDOK,584.0
650408,408 BT BATOK WEST AVE 4,408,BT BATOK WEST AVE 4,12,1985,41,BUKIT BATOK,114,3691.0,4000.0,3470.5,4176.5,4529.0,5000.0,5235.5,5319.0,5745.0,13.0,26.8,BUKIT GOMBAK,1031.0
680408,408 CHOA CHU KANG AVE 3,408,CHOA CHU KANG AVE 3,11,1990,36,CHOA CHU KANG,94,3455.0,3125.0,3091.5,3455.0,3895.0,,4354.0,4933.0,5857.0,5.0,50.4,SOUTH VIEW,539.0
670408,408 FAJAR RD,408,FAJAR RD,11,1988,38,BUKIT PANJANG,80,3736.0,3521.0,3853.0,3521.0,,5034.0,,5753.5,,5.0,,FAJAR,375.0
530408,408 HOUGANG AVE 10,408,HOUGANG AVE 10,13,1984,42,HOUGANG,120,,4942.0,4499.5,4607.5,4917.0,5590.5,5561.0,5966.0,6555.0,14.0,33.300000000000004,HOUGANG INTERCHANGE,519.0
640408,408 JURONG WEST ST 42,408,JURONG WEST ST 42,11,1983,43,JURONG WEST,90,3453.0,3517.0,3378.0,3777.0,4101.0,4511.0,4526.0,4837.0,4831.0,19.0,17.8,LAKESIDE,1185.0
510408,408 PASIR RIS DR 6,408,PASIR RIS DR 6,13,1989,37,PASIR RIS,72,4993.0,5238.0,5323.0,4985.0,5287.0,6245.0,5953.5,6544.0,6633.0,8.0,25.5,PASIR RIS INTERCHANGE,580.0
600408,408 PANDAN GDNS,408,PANDAN GDNS,12,1978,48,JURONG EAST,110,3299.0,3830.0,,3969.0,,4557.0,,4871.5,5072.0,4.0,,JURONG EAST INTERCHANGE,1815.0
550408,408 SERANGOON AVE 1,408,SERANGOON AVE 1,13,1988,38,SERANGOON,72,5381.0,5973.0,,5429.0,6309.0,6883.0,7174.0,,9008.0,7.0,42.8,SERANGOON INTERCHANGE,264.0
750408,408 SEMBAWANG DR,408,SEMBAWANG DR,14,1999,27,SEMBAWANG,65,3354.0,3562.0,3519.5,3492.5,,4692.0,,5768.0,5758.0,11.0,,SEMBAWANG,561.0
570408,408 SIN MING AVE,408,SIN MING AVE,25,1985,41,BISHAN,96,5925.0,5983.0,5291.5,,6716.5,6979.0,7292.0,8083.0,8092.0,12.0,20.5,BRIGHT HILL INTERCHANGE,12.0
520408,408 TAMPINES ST 41,408,TAMPINES ST 41,12,1984,42,TAMPINES,139,4833.0,5500.0,4779.0,4361.0,5253.5,5587.0,6337.5,6886.0,7583.0,19.0,44.3,TAMPINES,612.0
730408,408 WOODLANDS ST 41,408,WOODLANDS ST 41,13,1994,32,WOODLANDS,99,,3178.0,3332.5,3231.0,4046.0,4481.0,,5000.0,5264.5,7.0,30.099999999999998,MARSILING,455.0
760408,408 YISHUN AVE 6,408,YISHUN AVE 6,12,1986,40,YISHUN,132,3548.0,3245.0,3333.0,3482.0,4286.0,4619.0,4821.0,5347.5,5815.5,19.0,35.699999999999996,YISHUN,1572.0
791408,408A FERNVALE RD,408A,FERNVALE RD,25,2004,22,SENGKANG,131,4178.0,4074.0,3926.0,4200.0,4595.0,5263.0,5382.5,6027.5,6603.0,21.0,43.7,FERNVALE,355.0
821408,408A NORTHSHORE DR,408A,NORTHSHORE DR,20,2020,6,PUNGGOL,166,,,,,,,,,8170.0,9.0,,SAMUDERA,149.0
792408,408B FERNVALE RD,408B,FERNVALE RD,25,2003,23,SENGKANG,140,3957.0,3915.5,4368.0,4379.0,4702.0,4684.0,5579.0,6187.5,6117.0,22.0,30.099999999999998,FERNVALE,329.0
822408,408B NORTHSHORE DR,408B,NORTHSHORE DR,20,2020,6,PUNGGOL,140,,,,,,,,,8191.0,11.0,,SAMUDERA,198.0
793408,408C FERNVALE RD,408C,FERNVALE RD,25,2004,22,SENGKANG,130,4070.0,4130.0,4053.0,4000.0,5102.0,5352.5,5632.0,6408.0,6477.0,26.0,27.0,FERNVALE,303.0
823408,408C NORTHSHORE DR,408C,NORTHSHORE DR,20,2020,6,PUNGGOL,140,,,,,,,,,8298.0,5.0,,SAMUDERA,253.0
460409,409 BEDOK NTH AVE 2,409,BEDOK NTH AVE 2,11,1979,47,BEDOK,158,5265.0,4661.5,5338.0,,5324.0,5882.0,5706.0,,6647.0,8.0,24.8,BEDOK,550.0
650409,409 BT BATOK WEST AVE 4,409,BT BATOK WEST AVE 4,12,1985,41,BUKIT BATOK,114,4000.0,3566.0,3426.0,3574.0,3989.0,,5331.0,5368.0,5648.0,13.0,41.6,BUKIT GOMBAK,938.0
680409,409 CHOA CHU KANG AVE 3,409,CHOA CHU KANG AVE 3,14,1990,36,CHOA CHU KANG,80,,3221.0,3063.0,3406.5,4217.0,4575.0,4917.5,4434.0,4877.0,9.0,15.7,SOUTH VIEW,391.0
530409,409 HOUGANG AVE 10,409,HOUGANG AVE 10,13,1984,42,HOUGANG,96,,4793.0,4607.5,4380.0,4835.0,5273.0,5273.0,6260.5,6839.0,9.0,41.4,HOUGANG INTERCHANGE,536.0
640409,409 JURONG WEST ST 42,409,JURONG WEST ST 42,13,1985,41,JURONG WEST,84,3566.5,3433.0,3566.5,3716.0,4167.0,4500.0,4459.0,4916.5,4993.5,9.0,19.8,LAKESIDE,1198.0
600409,409 PANDAN GDNS,409,PANDAN GDNS,12,1978,48,JURONG EAST,110,3510.0,3500.0,3608.0,3814.0,4407.5,4536.0,,4813.0,4897.0,6.0,11.1,JURONG EAST INTERCHANGE,1721.0
510409,409 PASIR RIS DR 6,409,PASIR RIS DR 6,11,1989,37,PASIR RIS,80,4019.0,3952.0,3952.0,4095.0,4388.0,,5562.0,6165.0,6238.0,8.0,42.199999999999996,PASIR RIS INTERCHANGE,623.0
670409,409 SAUJANA RD,409,SAUJANA RD,12,1988,38,BUKIT PANJANG,88,3155.0,3019.0,3410.0,3208.5,3632.0,,,,5131.0,5.0,41.3,FAJAR,429.0
750409,409 SEMBAWANG DR,409,SEMBAWANG DR,14,1999,27,SEMBAWANG,93,3489.0,3511.5,3440.5,3627.0,4692.0,4618.0,4773.0,5556.0,,9.0,,SEMBAWANG,524.0
550409,409 SERANGOON CTRL,409,SERANGOON CTRL,13,1988,38,SERANGOON,96,5990.5,,5901.0,6058.0,6048.0,7005.5,7047.5,7948.5,8177.0,13.0,35.199999999999996,SERANGOON INTERCHANGE,185.0
520409,409 TAMPINES ST 41,409,TAMPINES ST 41,12,1985,41,TAMPINES,88,5000.0,4881.0,4869.0,4633.5,5171.0,6250.0,5625.0,,,8.0,,TAMPINES,654.0
730409,409 WOODLANDS ST 41,409,WOODLANDS ST 41,14,1994,32,WOODLANDS,87,3357.0,3211.5,3222.0,3417.5,4011.5,4528.0,4607.0,5146.0,5417.0,10.0,35.0,MARSILING,393.0
760409,409 YISHUN RING RD,409,YISHUN RING RD,12,1987,39,YISHUN,110,3288.0,3243.0,3048.0,3716.5,4212.0,4770.0,4808.0,5931.0,6081.0,13.0,44.4,YISHUN,1420.0
791409,409A FERNVALE RD,409A,FERNVALE RD,25,2004,22,SENGKANG,131,3943.0,4347.5,4304.0,3913.0,4647.5,5261.0,5494.0,6400.0,5956.5,26.0,28.199999999999996,FERNVALE,335.0
821409,409A NORTHSHORE DR,409A,NORTHSHORE DR,25,2020,6,PUNGGOL,89,,,,,,,,,8170.0,5.0,,SAMUDERA,155.0
792409,409B FERNVALE RD,409B,FERNVALE RD,25,2004,22,SENGKANG,130,4164.0,4263.0,4070.0,4026.0,4895.0,5526.0,5727.5,6096.0,6038.5,12.0,23.400000000000002,FERNVALE,284.0
822409,409B NORTHSHORE DR,409B,NORTHSHORE DR,25,2020,6,PUNGGOL,93,,,,,,,,,7782.0,6.0,,SAMUDERA,207.0
823409,409C NORTHSHORE DR,409C,NORTHSHORE DR,25,2020,6,PUNGGOL,93,,,,,,,,,7660.0,7.0,,SAMUDERA,234.0
824409,409D NORTHSHORE DR,409D,NORTHSHORE DR,25,2020,6,PUNGGOL,93,,,,,,,,,8075.5,2.0,,SAMUDERA,270.0
460041,41 BEDOK STH RD,41,BEDOK STH RD,16,1977,49,BEDOK,120,4226.0,4256.0,,3752.5,4381.0,4881.0,5434.5,5988.0,5798.0,15.0,32.300000000000004,BAYSHORE,911.0
210041,41 CAMBRIDGE RD,41,CAMBRIDGE RD,8,1981,45,KALLANG/WHAMPOA,56,,,,5879.0,5927.5,,6407.0,6950.5,6593.0,6.0,11.200000000000001,FARRER PARK,597.0
461041,41 CHAI CHEE ST,41,CHAI CHEE ST,14,1979,47,BEDOK,156,4518.5,4373.0,4388.5,4418.0,4896.0,5343.0,5557.0,6088.5,6418.0,20.0,31.1,BEDOK,585.0
370041,41 CIRCUIT RD,41,CIRCUIT RD,18,1994,32,GEYLANG,44,,5694.5,5157.0,,,6142.0,,6800.0,,2.0,,MATTAR ,338.0
270041,41 HOLLAND DR,41,HOLLAND DR,4,1974,52,QUEENSTOWN,24,,6356.0,6356.0,5508.0,6780.0,,,,,1.0,,BUONA VISTA INTERCHANGE,394.0
160041,41 KIM CHENG ST,41,KIM CHENG ST,4,1949,77,BUKIT MERAH,24,,7733.0,,,7642.0,8239.0,,8011.0,7737.0,5.0,1.2,HAVELOCK,473.0
380041,41 SIMS DR,41,SIMS DR,16,1974,52,GEYLANG,238,4480.0,4394.0,3636.0,3594.5,4470.0,5060.5,5144.0,5552.5,5576.0,29.0,24.7,GEYLANG BAHRU,658.0
600041,41 TEBAN GDNS RD,41,TEBAN GDNS RD,12,1977,49,JURONG EAST,110,3838.0,3636.0,3131.0,3508.5,4091.0,4121.0,4419.0,4747.0,4475.0,11.0,9.4,JURONG EAST INTERCHANGE,1271.0
460410,410 BEDOK NTH AVE 2,410,BEDOK NTH AVE 2,11,1979,47,BEDOK,158,4926.0,5000.0,4044.0,4610.0,5507.5,5815.0,6667.5,6345.5,,13.0,,BEDOK,470.0
650410,410 BT BATOK WEST AVE 4,410,BT BATOK WEST AVE 4,12,1985,41,BUKIT BATOK,114,3232.0,3617.5,3456.0,3457.0,4559.0,4853.0,5213.0,5588.0,5904.5,12.0,29.5,BUKIT GOMBAK,1004.0
120410,410 C'WEALTH AVE WEST,410,C'WEALTH AVE WEST,14,1977,49,CLEMENTI,130,5129.0,4845.0,4928.0,4252.5,5000.0,5317.5,5361.0,6195.0,6804.0,12.0,36.1,CLEMENTI,641.0
680410,410 CHOA CHU KANG AVE 3,410,CHOA CHU KANG AVE 3,11,1990,36,CHOA CHU KANG,94,3209.0,3101.0,3029.0,,,4294.0,4615.0,5096.0,,8.0,,SOUTH VIEW,422.0
400410,410 EUNOS RD 5,410,EUNOS RD 5,4,1984,42,GEYLANG,11,,,,,,5473.0,,,,1.0,,EUNOS,407.0
530410,410 HOUGANG AVE 10,410,HOUGANG AVE 10,4,1984,42,HOUGANG,40,,4409.0,,,5031.0,,5521.0,6365.5,6381.0,6.0,26.8,HOUGANG INTERCHANGE,510.0
640410,410 JURONG WEST ST 42,410,JURONG WEST ST 42,11,1984,42,JURONG WEST,80,3589.5,3547.5,3473.0,3581.0,3883.0,4333.0,4547.0,4853.0,5179.0,12.0,33.4,LAKESIDE,1208.0
510410,410 PASIR RIS DR 6,410,PASIR RIS DR 6,4,1989,37,PASIR RIS,12,,,,,5679.5,5806.0,,,,3.0,,PASIR RIS INTERCHANGE,588.0
600410,410 PANDAN GDNS,410,PANDAN GDNS,15,1978,48,JURONG EAST,165,3750.0,3583.5,,3403.0,3770.0,4333.0,4401.5,4916.5,4965.5,25.0,31.7,JURONG EAST INTERCHANGE,1671.0
670410,410 SAUJANA RD,410,SAUJANA RD,16,1988,38,BUKIT PANJANG,60,3415.0,,3293.0,3455.0,,4699.0,4989.0,5407.0,,6.0,,FAJAR,452.0
750410,410 SEMBAWANG DR,410,SEMBAWANG DR,14,1999,27,SEMBAWANG,92,,3527.0,3585.5,3664.0,4326.5,4458.5,4800.0,5778.0,5833.0,11.0,34.8,SEMBAWANG,484.0
550410,410 SERANGOON CTRL,410,SERANGOON CTRL,13,1988,38,SERANGOON,72,,,6095.0,6341.0,,7476.5,7295.0,,9333.0,5.0,,SERANGOON INTERCHANGE,206.0
520410,410 TAMPINES ST 41,410,TAMPINES ST 41,12,1984,42,TAMPINES,130,4917.0,4681.0,4467.0,4733.5,5290.0,6003.5,5873.0,6738.0,7094.5,15.0,34.1,TAMPINES,624.0
730410,410 WOODLANDS ST 41,410,WOODLANDS ST 41,13,1994,32,WOODLANDS,64,3106.5,3228.0,,,4023.0,4492.0,4727.5,5179.0,5156.0,9.0,28.199999999999996,MARSILING,433.0
760410,410 YISHUN RING RD,410,YISHUN RING RD,12,1987,39,YISHUN,88,3413.0,3770.0,,3429.5,3402.0,4130.5,4760.0,5273.5,5421.5,13.0,59.4,YISHUN,1340.0
791410,410A FERNVALE RD,410A,FERNVALE RD,25,2010,16,SENGKANG,144,4279.0,4063.0,4316.0,4740.0,5104.0,5729.0,6158.0,6731.0,7144.5,27.0,40.0,FERNVALE,214.0
792410,410B FERNVALE RD,410B,FERNVALE RD,25,2011,15,SENGKANG,146,4352.5,4295.0,4601.5,4168.0,5172.5,,6115.0,6474.0,6557.0,18.0,26.8,FERNVALE,241.0
793410,410C FERNVALE RD,410C,FERNVALE RD,25,2010,16,SENGKANG,136,4547.0,4447.0,4505.0,4316.0,5211.0,6146.5,6178.0,6595.5,6947.0,28.0,33.300000000000004,FERNVALE,224.0
560411,411 ANG MO KIO AVE 10,411,ANG MO KIO AVE 10,12,1978,48,ANG MO KIO,88,5163.0,4130.0,4065.5,,4891.0,,5271.5,5163.0,6174.0,5.0,26.200000000000003,ANG MO KIO INTERCHANGE,963.0
460411,411 BEDOK NTH AVE 2,411,BEDOK NTH AVE 2,12,1979,47,BEDOK,132,4913.0,4440.0,4728.0,4558.5,5000.0,5706.5,5734.0,5951.5,,11.0,,BEDOK,510.0
650411,411 BT BATOK WEST AVE 4,411,BT BATOK WEST AVE 4,12,1985,41,BUKIT BATOK,132,3562.0,3461.0,3398.0,3625.5,3804.5,4721.0,5006.5,5146.0,5753.0,20.0,51.2,BUKIT GOMBAK,893.0
120411,411 C'WEALTH AVE WEST,411,C'WEALTH AVE WEST,14,1977,49,CLEMENTI,130,,4665.0,4744.0,4413.0,5402.0,5487.5,5361.0,5742.0,6615.0,15.0,22.5,CLEMENTI,672.0
680411,411 CHOA CHU KANG AVE 3,411,CHOA CHU KANG AVE 3,16,1991,35,CHOA CHU KANG,115,3290.0,3379.5,3524.0,3029.0,4038.5,4316.0,5096.0,5231.0,5769.0,10.0,42.9,SOUTH VIEW,457.0
400411,411 EUNOS RD 5,411,EUNOS RD 5,17,1984,42,GEYLANG,116,5450.0,5343.0,5423.0,5176.0,5709.5,5963.0,6863.0,7183.0,7551.0,16.0,32.300000000000004,EUNOS,419.0
530411,411 HOUGANG AVE 10,411,HOUGANG AVE 10,13,1984,42,HOUGANG,96,4355.0,4500.0,4742.0,4194.0,4814.5,5247.5,,,,4.0,,HOUGANG INTERCHANGE,579.0
640411,411 JURONG WEST ST 42,411,JURONG WEST ST 42,12,1983,43,JURONG WEST,110,3203.5,3368.0,2981.0,,3956.5,4320.0,4251.0,4807.0,4684.5,11.0,18.4,LAKESIDE,1154.0
600411,411 PANDAN GDNS,411,PANDAN GDNS,15,1978,48,JURONG EAST,165,3425.0,3041.5,3372.0,3423.5,3958.5,4312.0,4164.5,5000.0,4942.5,15.0,24.9,JURONG EAST INTERCHANGE,1642.0
510411,411 PASIR RIS DR 6,411,PASIR RIS DR 6,11,1989,37,PASIR RIS,90,3702.5,4272.0,,4415.0,4000.0,5625.0,5464.0,5384.0,6074.0,7.0,51.800000000000004,PASIR RIS INTERCHANGE,626.0
670411,411 SAUJANA RD,411,SAUJANA RD,4,1988,38,BUKIT PANJANG,24,3863.0,,,,4499.0,,5352.0,6092.5,5535.0,5.0,23.0,FAJAR,397.0
750411,411 SEMBAWANG DR,411,SEMBAWANG DR,14,1999,27,SEMBAWANG,92,3364.0,3533.0,3444.0,3318.0,4722.0,4818.0,5166.5,5591.0,5685.5,13.0,20.4,SEMBAWANG,430.0
550411,411 SERANGOON CTRL,411,SERANGOON CTRL,13,1988,38,SERANGOON,108,5867.0,5663.0,5171.0,,5929.0,7053.0,6881.0,8413.0,8023.0,8.0,35.3,SERANGOON INTERCHANGE,134.0
520411,411 TAMPINES ST 41,411,TAMPINES ST 41,12,1984,42,TAMPINES,103,,4174.0,4587.0,4551.0,5217.0,5869.5,5166.5,6333.0,6163.0,21.0,18.099999999999998,TAMPINES,656.0
730411,411 WOODLANDS ST 41,411,WOODLANDS ST 41,12,1986,40,WOODLANDS,62,,,,3928.5,4022.0,4712.0,5313.0,5216.0,5101.0,15.0,26.8,MARSILING,473.0
760411,411 YISHUN RING RD,411,YISHUN RING RD,10,1992,34,YISHUN,92,3365.0,,2990.5,3575.0,,4561.0,4699.0,5448.0,5577.0,7.0,,YISHUN,1448.0
791411,411A FERNVALE RD,411A,FERNVALE RD,25,2011,15,SENGKANG,136,4579.0,4316.0,4474.0,4654.0,4810.5,5579.0,5568.0,6570.5,7198.5,16.0,49.6,FERNVALE,170.0
792411,411B FERNVALE RD,411B,FERNVALE RD,25,2011,15,SENGKANG,136,4342.0,4410.5,4577.5,4675.5,5037.5,5702.5,6229.0,6725.0,6854.0,25.0,36.1,FERNVALE,217.0
560412,412 ANG MO KIO AVE 10,412,ANG MO KIO AVE 10,12,1978,48,ANG MO KIO,88,4239.0,4364.0,4022.0,3804.0,4815.0,4598.0,5640.0,5957.0,5859.0,7.0,21.7,ANG MO KIO INTERCHANGE,927.0
460412,412 BEDOK NTH AVE 2,412,BEDOK NTH AVE 2,9,1978,48,BEDOK,146,5149.0,,4169.5,4030.0,4820.5,5679.0,5543.0,6060.0,6567.0,15.0,36.199999999999996,BEDOK,597.0
120412,412 C'WEALTH AVE WEST,412,C'WEALTH AVE WEST,14,1977,49,CLEMENTI,130,5231.5,5593.0,4716.5,4588.0,5825.0,5979.0,5959.0,5641.0,6638.0,8.0,14.000000000000002,CLEMENTI,762.0
680412,412 CHOA CHU KANG AVE 3,412,CHOA CHU KANG AVE 3,15,1990,36,CHOA CHU KANG,129,3205.0,3538.0,3341.5,3462.0,,4834.0,5000.0,5385.0,5096.0,15.0,,SOUTH VIEW,365.0
400412,412 EUNOS RD 5,412,EUNOS RD 5,11,1990,36,GEYLANG,63,4754.0,,4992.0,5144.0,5820.0,,,6721.0,,4.0,,EUNOS,498.0
530412,412 HOUGANG AVE 10,412,HOUGANG AVE 10,4,1985,41,HOUGANG,40,4492.5,4716.0,4328.0,,5197.0,5485.0,,5510.0,,4.0,,HOUGANG INTERCHANGE,627.0
640412,412 JURONG WEST ST 42,412,JURONG WEST ST 42,12,1984,42,JURONG WEST,132,3592.0,3034.0,3010.0,3237.0,3748.0,4051.0,4286.0,4989.5,4854.0,13.0,29.5,LAKESIDE,1154.0
600412,412 PANDAN GDNS,412,PANDAN GDNS,15,1978,48,JURONG EAST,163,3680.5,3425.0,3178.0,2986.0,4208.0,4222.0,4505.5,4777.5,5139.0,13.0,22.1,JURONG EAST INTERCHANGE,1595.0
510412,412 PASIR RIS DR 6,412,PASIR RIS DR 6,13,1989,37,PASIR RIS,96,,4203.5,4027.0,4094.5,4387.0,,5310.0,,6215.0,9.0,41.699999999999996,PASIR RIS INTERCHANGE,731.0
670412,412 SAUJANA RD,412,SAUJANA RD,12,1988,38,BUKIT PANJANG,110,3474.0,3494.0,3134.0,,4524.0,4524.0,,5214.0,,13.0,,FAJAR,338.0
750412,412 SEMBAWANG DR,412,SEMBAWANG DR,14,1999,27,SEMBAWANG,93,3364.0,3564.0,3427.0,,4636.0,4355.0,4933.0,5418.0,5740.0,15.0,23.799999999999997,SEMBAWANG,387.0
550412,412 SERANGOON CTRL,412,SERANGOON CTRL,11,1988,38,SERANGOON,80,,,,5048.0,6472.5,,6859.0,7810.0,8140.0,8.0,25.8,SERANGOON INTERCHANGE,134.0
520412,412 TAMPINES ST 41,412,TAMPINES ST 41,12,1984,42,TAMPINES,107,4735.5,3986.0,4832.5,4710.0,4574.0,5942.0,6333.0,6594.0,6146.0,13.0,34.4,TAMPINES,695.0
730412,412 WOODLANDS ST 41,412,WOODLANDS ST 41,12,1986,40,WOODLANDS,62,,4068.0,3488.5,4043.0,4364.0,5367.0,,5537.0,5432.0,12.0,24.5,MARSILING,513.0
760412,412 YISHUN RING RD,412,YISHUN RING RD,9,1992,34,YISHUN,56,3462.0,2939.5,3202.0,3447.0,4219.0,4327.0,4729.5,5691.0,5288.0,8.0,25.3,YISHUN,1409.0
791412,412A FERNVALE LINK,412A,FERNVALE LINK,23,2002,24,SENGKANG,122,4105.0,4044.0,4105.0,4389.5,5263.0,5553.0,5596.5,5886.0,6368.5,12.0,21.0,FERNVALE,352.0
792412,412B FERNVALE LINK,412B,FERNVALE LINK,23,2002,24,SENGKANG,122,4097.0,,3772.0,3964.5,4421.0,4903.5,,6451.5,6206.0,13.0,40.400000000000006,FERNVALE,309.0
560413,413 ANG MO KIO AVE 10,413,ANG MO KIO AVE 10,12,1978,48,ANG MO KIO,88,,4272.0,3913.0,4184.5,4641.5,5326.0,5238.5,,6216.0,8.0,33.900000000000006,ANG MO KIO INTERCHANGE,846.0
460413,413 BEDOK NTH AVE 2,413,BEDOK NTH AVE 2,25,1978,48,BEDOK,96,5546.0,5306.5,4853.0,4622.0,5294.0,,5255.5,5966.0,6025.0,11.0,13.8,BEDOK,708.0
650413,413 BT BATOK WEST AVE 4,413,BT BATOK WEST AVE 4,4,1986,40,BUKIT BATOK,24,3923.0,,,,4235.0,5391.0,5078.0,,,3.0,,BUKIT GOMBAK,804.0
120413,413 C'WEALTH AVE WEST,413,C'WEALTH AVE WEST,25,1977,49,CLEMENTI,96,5040.0,4960.0,4704.0,4640.0,5500.0,5680.0,5520.0,5440.0,6592.0,13.0,19.900000000000002,CLEMENTI,774.0
680413,413 CHOA CHU KANG AVE 3,413,CHOA CHU KANG AVE 3,15,1991,35,CHOA CHU KANG,116,3500.0,3088.0,3245.0,3273.0,4038.0,4591.5,5183.0,5096.0,4981.0,9.0,23.400000000000002,SOUTH VIEW,324.0
400413,413 EUNOS RD 5,413,EUNOS RD 5,11,1990,36,GEYLANG,84,4758.0,,5111.0,,,,6370.0,,7121.0,6.0,,EUNOS,516.0
530413,413 HOUGANG AVE 10,413,HOUGANG AVE 10,13,1984,42,HOUGANG,96,,,4456.0,4368.5,4834.0,5071.5,,6143.0,,4.0,,HOUGANG INTERCHANGE,642.0
640413,413 JURONG WEST ST 42,413,JURONG WEST ST 42,12,1983,43,JURONG WEST,132,3317.0,,3125.0,3173.0,3894.0,4135.0,,4759.5,4881.0,8.0,25.3,LAKESIDE,1105.0
600413,413 PANDAN GDNS,413,PANDAN GDNS,25,1979,47,JURONG EAST,96,3846.0,3462.0,3521.0,,4188.5,4701.0,4299.0,4380.5,5026.0,13.0,20.0,JURONG EAST INTERCHANGE,1642.0
510413,413 PASIR RIS DR 6,413,PASIR RIS DR 6,4,1989,37,PASIR RIS,28,,4606.0,,4849.0,4931.0,5724.0,5834.5,,6537.5,8.0,32.6,PASIR RIS INTERCHANGE,755.0
670413,413 SAUJANA RD,413,SAUJANA RD,11,1988,38,BUKIT PANJANG,80,3413.0,3539.0,3098.0,,4274.5,4590.0,4458.5,5048.0,5273.0,7.0,23.400000000000002,FAJAR,337.0
550413,413 SERANGOON CTRL,413,SERANGOON CTRL,11,1988,38,SERANGOON,80,5045.0,5999.5,5610.0,5340.0,6667.0,6602.0,,,,4.0,,SERANGOON INTERCHANGE,57.0
750413,413 SEMBAWANG DR,413,SEMBAWANG DR,14,1999,27,SEMBAWANG,91,,3633.0,3736.0,3667.0,4727.0,5055.5,5318.0,5545.0,5759.0,17.0,21.8,SEMBAWANG,391.0
520413,413 TAMPINES ST 41,413,TAMPINES ST 41,4,1985,41,TAMPINES,24,4688.0,4359.0,4571.0,4635.5,,,,6688.0,7047.0,2.0,,TAMPINES,689.0
730413,413 WOODLANDS ST 41,413,WOODLANDS ST 41,13,1994,32,WOODLANDS,72,3283.0,2972.0,3124.0,,3943.5,4459.0,,5075.0,5292.5,9.0,34.2,MARSILING,554.0
760413,413 YISHUN RING RD,413,YISHUN RING RD,9,1992,34,YISHUN,74,3312.5,3210.0,3355.5,3577.0,3996.0,,5114.0,5569.0,,4.0,,YISHUN,1373.0
791413,413A FERNVALE LINK,413A,FERNVALE LINK,23,2002,24,SENGKANG,122,4386.0,3872.5,4035.0,4237.0,4561.0,5048.0,5965.0,5959.5,6197.5,12.0,35.9,LAYAR,348.0
